,CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Impact,Urgency,Priority,number_cnt,Category,KB_number,No_of_Reassignments,Open_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,has_related_incidents,has_related_changes,Department
8527,SBA000026,application,Server Based Application,WBS000223,IM0008690,4,4,4,0.559406765,incident,KM0000777,0.0,2013-10-28 12:53:00,2013-10-28 15:15:00,2013-10-28 15:15:00,2363333333,Other,1.0,SD0023341,0.0,0.0,0,0,0
8528,WBA000068,application,Web Based Application,WBS000171,IM0008691,4,4,4,0.148711822,incident,KM0000697,0.0,2013-10-28 13:13:00,2013-10-28 15:30:00,2013-10-28 15:30:00,2285833333,No error - works as designed,1.0,SD0023353,0.0,0.0,0,0,0
8529,SAP000004,application,SAP,WBS000271,IM0008692,5,5,5,0.547424297,request for information,KM0001270,8.0,2013-10-28 13:16:00,2013-11-04 11:27:00,2013-11-04 11:30:00,3969194444,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8530,SBA000263,application,Server Based Application,WBS000072,IM0008693,5,5,5,0.59939955,request for information,KM0001114,0.0,2013-10-28 13:19:00,2013-10-28 13:21:00,2013-10-28 13:21:00,375,Other,1.0,SD0023360,0.0,0.0,0,0,0
8531,SBA000263,application,Server Based Application,WBS000072,IM0008694,5,5,5,0.223545845,request for information,KM0001113,2.0,2013-10-28 13:21:00,2013-11-11 11:31:00,2013-11-11 11:31:00,1031722222,Other,1.0,SD0023361,0.0,0.0,0,0,0
8532,WBA000008,application,Web Based Application,WBS000167,IM0008695,5,5,5,0.925800225,incident,KM0000069,3.0,2013-10-28 13:23:00,2013-11-01 14:40:00,2013-11-01 14:40:00,43275,Other,1.0,SD0023357,0.0,0.0,0,0,0
8533,SBA000607,application,Server Based Application,WBS000263,IM0008696,5,5,5,0.562455902,incident,KM0001106,3.0,2013-10-28 13:25:00,2013-10-30 08:22:00,2013-10-30 08:22:00,1594694444,Other,1.0,SD0023354,0.0,0.0,0,0,0
8534,WBA000128,application,Web Based Application,WBS000063,IM0008697,4,4,4,0.107883013,incident,KM0001406,0.0,2013-10-28 13:31:00,2013-10-30 10:27:00,2013-10-30 10:28:00,618333333,No error - works as designed,1.0,SD0023362,0.0,0.0,0,0,0
8535,DSK000425,computer,Desktop,WBS000187,IM0008698,5,5,5,0.647763904,incident,KM0001446,0.0,2013-10-28 13:31:00,2013-10-30 08:51:00,2013-10-30 08:51:00,1632805556,Hardware,1.0,SD0023358,0.0,0.0,0,0,1
8536,SAP000004,application,SAP,WBS000271,IM0008699,5,5,5,0.11186708,request for information,KM0001265,2.0,2013-10-28 13:39:00,2013-10-29 13:15:00,2013-10-29 13:15:00,1009611111,Other,1.0,SD0023369,0.0,0.0,0,0,0
8537,SBA000626,application,Server Based Application,WBS000255,IM0008700,4,4,4,0.285576651,incident,KM0000588,0.0,2013-10-28 13:40:00,2013-10-29 08:15:00,2013-10-29 08:16:00,5103333333,Operator error,1.0,SD0023365,0.0,0.0,0,0,0
8538,SBA000263,application,Server Based Application,WBS000072,IM0008701,5,5,5,0.023126681,request for information,KM0001113,0.0,2013-10-28 13:43:00,2013-10-28 15:19:00,2013-10-28 15:19:00,1591666667,Other,1.0,SD0023372,0.0,0.0,0,0,0
8539,WBA000133,application,Web Based Application,WBS000073,IM0008702,4,4,4,0.022201055,incident,KM0001157,2.0,2013-10-28 13:48:00,2013-12-13 08:17:00,2013-12-13 08:17:00,4383472222,User error,1.0,SD0023371,0.0,0.0,0,0,0
8540,SBA000119,application,Server Based Application,WBS000249,IM0008703,4,4,4,0.254535028,incident,KM0001551,0.0,2013-10-28 13:50:00,2013-11-07 09:17:00,2013-11-07 09:17:00,13888889,Software,1.0,SD0023347,0.0,0.0,0,0,0
8541,WBA000144,application,Web Based Application,WBS000318,IM0008704,5,5,5,0.903651369,incident,KM0000836,0.0,2013-10-28 13:54:00,2013-11-04 21:35:00,2013-11-04 21:35:00,5658611111,Other,1.0,SD0023374,0.0,0.0,0,0,0
8542,DTA000189,application,Desktop Application,WBS000092,IM0008705,4,4,4,0.064998355,incident,KM0000460,1.0,2013-10-28 13:58:00,2013-10-30 15:01:00,2013-10-30 15:02:00,2207638889,Referred,1.0,SD0023363,0.0,0.0,0,0,0
8543,SBA000607,application,Server Based Application,WBS000263,IM0008706,5,5,5,0.375476546,request for information,KM0001825,2.0,2013-10-28 14:00:00,2013-10-29 08:56:00,2013-10-29 08:56:00,5431111111,Other,1.0,SD0023379,0.0,0.0,0,0,0
8544,DTA000048,application,Desktop Application,WBS000218,IM0008707,4,4,4,0.427011296,incident,KM0000905,0.0,2013-10-28 14:13:00,2013-10-30 15:43:00,2013-10-30 15:43:00,2251166667,Software,1.0,SD0023380,0.0,0.0,0,0,0
8545,SBA000263,application,Server Based Application,WBS000072,IM0008708,5,5,5,0.409872831,request for information,KM0001108,0.0,2013-10-28 14:23:00,2013-10-28 15:51:00,2013-10-28 15:51:00,1479166667,Other,1.0,SD0023384,0.0,0.0,0,0,0
8546,SBA000189,application,Server Based Application,WBS000139,IM0008709,5,5,5,0.658400743,incident,KM0001028,0.0,2013-10-28 14:25:00,2013-10-29 11:37:00,2013-10-29 11:38:00,6711666667,Software,1.0,SD0023382,0.0,0.0,0,0,0
8547,SBA000029,application,Server Based Application,WBS000069,IM0008710,5,5,5,0.340506241,request for information,KM0001119,0.0,2013-10-28 14:26:00,2013-11-11 09:06:00,2013-11-11 09:06:00,9966638889,Other,1.0,SD0023385,0.0,0.0,0,0,0
8548,SBA000607,application,Server Based Application,WBS000263,IM0008711,5,5,5,0.424072157,request for information,KM0001825,2.0,2013-10-28 14:38:00,2013-11-05 09:11:00,2013-11-05 09:11:00,7953611111,Software,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8549,CBD000493,computer,Banking Device,WBS000146,IM0008712,2,2,2,0.376165706,incident,KM0000274,1.0,2013-10-28 13:23:00,2013-10-29 13:20:00,2013-10-29 13:20:00,2395916667,Hardware,1.0,SD0023405,0.0,0.0,0,0,2
8550,CBD001202,computer,Banking Device,WBS000146,IM0008713,2,2,2,0.064833683,incident,KM0000274,1.0,2013-10-28 13:24:00,2013-10-29 13:21:00,2013-10-29 13:23:00,2399166667,Hardware,1.0,SD0023402,0.0,0.0,0,0,2
8551,WBA000124,application,Web Based Application,WBS000088,IM0008714,4,4,4,0.063045858,incident,KM0000611,6.0,2013-10-28 13:25:00,2013-11-26 13:31:00,2013-11-26 13:31:00,7627472222,Software,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8552,SUB000508,subapplication,Web Based Application,WBS000162,IM0008715,4,4,4,0.034391329,incident,KM0000553,2.0,2013-10-28 13:30:00,2013-11-01 14:10:00,2013-11-01 14:10:00,4267916667,User manual not used,1.0,SD0023404,0.0,0.0,0,0,0
8553,SBA000263,application,Server Based Application,WBS000072,IM0008716,5,5,5,0.097574785,request for information,KM0000646,10.0,2013-10-28 13:30:00,2013-10-31 08:17:00,2013-10-31 08:17:00,2628472222,Other,1.0,SD0023408,0.0,0.0,0,0,0
8554,SUB000426,subapplication,Web Based Application,WBS000073,IM0008717,4,4,4,0.621889016,incident,KM0000708,1.0,2013-10-28 13:31:00,2013-10-28 16:59:00,2013-10-28 16:59:00,3271944444,User manual not used,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8555,SUB000424,subapplication,Web Based Application,WBS000073,IM0008718,5,5,5,0.606297776,incident,KM0000703,0.0,2013-10-28 13:38:00,2013-10-28 14:39:00,2013-10-28 14:39:00,1016666667,Other,1.0,SD0023413,0.0,0.0,0,0,0
8556,SBA000607,application,Server Based Application,WBS000263,IM0008719,4,4,4,0.974506148,incident,KM0001106,1.0,2013-10-28 13:43:00,2013-10-28 16:46:00,2013-10-28 16:47:00,3070555556,Other,1.0,SD0023415,0.0,0.0,0,0,0
8557,WBA000060,application,Web Based Application,WBS000073,IM0008720,4,4,4,0.610730771,incident,KM0000827,6.0,2013-10-28 13:44:00,2013-11-04 11:13:00,2013-11-04 11:13:00,4820833333,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8558,WBA000144,application,Web Based Application,WBS000318,IM0008721,4,4,4,0.655305868,incident,KM0000846,0.0,2013-10-28 13:45:00,2013-11-01 13:15:00,2013-11-01 13:15:00,4150888889,Other,1.0,SD0023416,0.0,0.0,0,0,0
8559,WBA000144,application,Web Based Application,WBS000318,IM0008722,4,4,4,0.567836484,incident,KM0000846,1.0,2013-10-28 13:45:00,2013-10-31 13:39:00,2013-10-31 13:39:00,3140222222,Operator error,1.0,SD0023419,0.0,0.0,0,0,0
8560,WBA000144,application,Web Based Application,WBS000318,IM0008723,4,4,4,0.598479569,incident,KM0000846,1.0,2013-10-28 13:45:00,2013-10-31 13:36:00,2013-10-31 13:36:00,3134694444,Other,1.0,SD0023409,0.0,0.0,0,0,0
8561,SBA000189,application,Server Based Application,WBS000139,IM0008724,5,5,5,0.129868333,incident,KM0001028,0.0,2013-10-28 13:48:00,2013-10-29 11:38:00,2013-10-29 11:38:00,734,Software,1.0,SD0023417,0.0,0.0,0,0,0
8562,WBA000058,application,Web Based Application,WBS000073,IM0008725,4,4,4,0.502809821,incident,KM0001224,2.0,2013-10-28 13:52:00,2013-10-29 15:10:00,2013-10-29 15:10:00,1178944444,User error,1.0,SD0023420,0.0,0.0,0,0,0
8563,SBA000462,application,Server Based Application,WBS000073,IM0008726,5,5,5,0.178203876,incident,KM0001142,0.0,2013-10-28 13:53:00,2013-10-29 15:15:00,2013-10-29 15:15:00,1187083333,Unknown,1.0,SD0023418,0.0,0.0,0,0,0
8564,WBA000144,application,Web Based Application,WBS000318,IM0008727,5,5,5,0.78032265,incident,KM0001650,2.0,2013-10-28 13:54:00,2013-10-31 15:56:00,2013-10-31 15:57:00,335475,User manual not used,1.0,SD0023421,0.0,0.0,0,0,0
8565,WBA000144,application,Web Based Application,WBS000318,IM0008728,4,4,4,0.252527286,incident,KM0001401,2.0,2013-10-28 14:15:00,2013-10-29 11:22:00,2013-10-29 11:22:00,7609722222,Software,1.0,SD0023433,0.0,0.0,0,0,0
8566,WBA000124,application,Web Based Application,WBS000088,IM0008729,2,2,2,0.34467254,incident,KM0000611,0.0,2013-10-28 14:17:00,2013-10-28 15:30:00,2013-10-28 15:30:00,1221666667,Software,1.0,SD0023432,0.0,0.0,0,0,0
8567,SBA000131,application,Server Based Application,WBS000023,IM0008730,3,4,3,0.548869345,incident,KM0000283,0.0,2013-10-28 14:30:00,2013-10-28 14:47:00,2013-10-28 14:47:00,285555556,User error,1.0,SD0023441,0.0,0.0,0,0,0
8568,SUB000508,subapplication,Web Based Application,WBS000162,IM0008731,4,4,4,0.315877177,incident,KM0000553,1.0,2013-10-28 14:32:00,2013-11-01 10:42:00,2013-11-01 10:42:00,3817333333,No error - works as designed,1.0,SD0023439,1.0,0.0,1,0,0
8569,SBA000607,application,Server Based Application,WBS000263,IM0008732,5,5,5,0.933174575,request for information,KM0001825,0.0,2013-10-28 14:33:00,2013-10-31 16:05:00,2013-10-31 16:06:00,7273333333,Other,1.0,SD0023438,0.0,0.0,0,0,0
8570,SBA000782,application,Server Based Application,WBS000043,IM0008733,4,4,4,0.843632232,incident,KM0001762,0.0,2013-10-28 14:39:00,2013-10-28 16:17:00,2013-10-28 16:18:00,1648888889,Data,1.0,#N/B,0.0,0.0,0,0,0
8572,SBA000119,application,Server Based Application,WBS000249,IM0008735,4,4,4,0.008977635,incident,KM0001551,3.0,2013-10-28 14:38:00,2013-11-12 14:22:00,2013-11-12 14:22:00,1655527778,Software,1.0,SD0023430,0.0,0.0,0,0,0
8573,SBA000189,application,Server Based Application,WBS000139,IM0008736,5,5,5,0.648608306,incident,KM0001028,0.0,2013-10-28 14:39:00,2013-10-29 11:38:00,2013-10-29 11:38:00,6495833333,Software,1.0,SD0023447,0.0,0.0,0,0,0
8574,SBA000256,application,Server Based Application,WBS000247,IM0008737,5,5,5,0.131661997,request for information,KM0000679,0.0,2013-10-28 14:41:00,2013-10-10 12:53:00,2013-11-08 11:19:00,5719694444,Data,1.0,SD0023450,0.0,0.0,0,0,0
8575,SBA000686,application,Server Based Application,WBS000239,IM0008738,5,5,5,0.469704252,request for information,KM0000651,2.0,2013-10-28 14:44:00,2013-11-08 09:05:00,2013-11-08 09:05:00,8885583333,Operator error,1.0,SD0023451,0.0,0.0,0,0,0
8576,SBA000805,application,Server Based Application,WBS000016,IM0008739,3,3,3,0.707239862,incident,KM0000938,0.0,2013-10-28 14:48:00,2013-10-10 12:53:00,2013-10-28 14:49:00,23055556,Hardware,1.0,SD0023453,0.0,0.0,0,0,0
8577,DTA000033,application,Desktop Application,WBS000234,IM0008740,5,4,4,0.266897741,incident,KM0001093,0.0,2013-10-28 14:53:00,2013-10-30 08:51:00,2013-10-30 08:51:00,1245361111,Other,1.0,SD0023458,0.0,0.0,0,0,0
8579,SUB000508,subapplication,Web Based Application,WBS000162,IM0008742,3,3,3,0.568847548,incident,KM0000553,1.0,2013-10-28 15:05:00,2013-10-28 17:01:00,2013-10-28 17:01:00,1925833333,Unknown,1.0,SD0023464,0.0,0.0,0,0,0
8580,DTA000025,application,Desktop Application,WBS000110,IM0008743,3,3,3,0.052596542,incident,KM0000833,0.0,2013-10-28 15:37:00,2013-10-29 11:35:00,2013-10-29 11:36:00,6480555556,Other,1.0,SD0023474,0.0,0.0,0,0,0
8581,SBA000690,application,Server Based Application,WBS000228,IM0008744,3,3,3,0.55266811,incident,KM0001710,1.0,2013-10-28 15:40:00,2013-10-29 14:05:00,2013-10-29 14:05:00,8920833333,Other,1.0,SD0023475,0.0,0.0,0,0,0
8582,WBA000124,application,Web Based Application,WBS000088,IM0008745,4,4,4,0.014435627,incident,KM0000611,2.0,2013-10-28 15:45:00,2013-10-29 14:14:00,2013-10-29 14:14:00,8995277778,Data,1.0,SD0023477,0.0,0.0,0,0,0
8583,SUB000113,subapplication,Server Based Application,WBS000095,IM0008746,4,4,4,0.981359517,incident,KM0001348,1.0,2013-10-28 15:58:00,2013-10-30 11:27:00,2013-10-30 11:27:00,1648944444,Other,1.0,SD0023768,0.0,0.0,0,0,0
8584,WBA000144,application,Web Based Application,WBS000318,IM0008747,4,4,4,0.528621422,incident,KM0000839,4.0,2013-10-28 16:00:00,2013-11-01 13:20:00,2013-11-01 13:20:00,3933333333,Software,1.0,SD0023479,0.0,0.0,0,0,0
8585,SUB000508,subapplication,Web Based Application,WBS000162,IM0008748,4,4,4,0.921078461,incident,KM0000553,4.0,2013-10-28 16:02:00,2013-12-05 09:59:00,2013-12-05 09:59:00,2879583333,Other,1.0,SD0023480,0.0,0.0,0,0,0
8586,SUB000443,subapplication,Web Based Application,WBS000125,IM0008749,5,5,5,0.59351384,incident,KM0001158,0.0,2013-10-28 16:09:00,2013-10-29 13:46:00,2013-10-29 13:46:00,8111666667,Other,1.0,SD0023767,0.0,0.0,0,0,0
8587,SBA000063,application,Server Based Application,WBS000264,IM0008750,5,5,5,0.845309754,request for information,KM0001622,0.0,2013-10-28 16:17:00,2013-10-28 16:32:00,2013-10-28 16:32:00,185277778,Other,1.0,SD0023774,0.0,0.0,0,0,0
8589,LAP000375,computer,Laptop,WBS000091,IM0008752,5,5,5,0.308447696,incident,KM0000315,0.0,2013-10-28 16:25:00,2013-10-28 16:52:00,2013-10-28 16:52:00,451111111,Hardware,1.0,SD0023777,0.0,0.0,0,0,1
8590,SUB000505,subapplication,Web Based Application,WBS000162,IM0008753,4,4,4,0.771027583,incident,KM0000555,1.0,2013-10-28 16:25:00,2013-10-29 09:44:00,2013-10-29 09:45:00,3828611111,No error - works as designed,1.0,SD0023779,0.0,0.0,0,0,0
8591,SBA000086,application,Server Based Application,WBS000256,IM0008754,5,5,5,0.056140805,incident,KM0001000,2.0,2013-10-28 16:25:00,2013-10-31 12:53:00,2013-10-31 12:54:00,1760527778,No error - works as designed,1.0,SD0023771,0.0,0.0,0,0,0
8592,WBA000011,application,Web Based Application,WBS000152,IM0008755,5,5,5,0.48321385,incident,KM0001193,0.0,2013-10-28 13:35:00,2013-10-28 16:25:00,2013-10-28 16:26:00,23675,Software,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8593,LAP000995,computer,Laptop,WBS000187,IM0008756,4,4,4,0.105299401,incident,KM0001019,4.0,2013-10-28 13:38:00,2013-10-10 12:53:00,2013-11-04 12:26:00,1929611111,Software,1.0,SD0023253,0.0,0.0,0,0,1
8594,SUB000455,subapplication,Web Based Application,WBS000073,IM0008757,4,4,4,0.142006893,incident,KM0001728,0.0,2013-10-28 13:42:00,2013-10-28 13:52:00,2013-10-28 13:52:00,160833333,Data,1.0,SD0023487,0.0,0.0,0,0,0
8595,SBA000630,application,Server Based Application,WBS000070,IM0008758,5,5,5,0.213699977,request for information,KM0000995,3.0,2013-10-28 13:43:00,2013-11-06 12:35:00,2013-11-06 12:36:00,30277778,No error - works as designed,1.0,SD0023489,0.0,0.0,0,0,0
8596,SBA000689,application,Server Based Application,WBS000228,IM0008759,5,5,5,0.736333357,request for information,KM0000656,0.0,2013-10-28 13:46:00,2013-10-28 13:50:00,2013-10-28 13:51:00,80555556,Other,1.0,SD0023495,0.0,0.0,0,0,0
8597,SUB000424,subapplication,Web Based Application,WBS000073,IM0008760,5,5,5,0.333476291,incident,KM0000703,0.0,2013-10-28 13:52:00,2013-10-28 14:44:00,2013-10-28 14:44:00,866666667,Other,1.0,SD0023494,0.0,0.0,0,0,0
8598,CBA000014,application,Client Based Application,WBS000073,IM0008761,3,3,3,0.664684622,request for information,KM0001952,0.0,2013-10-28 13:58:00,2013-11-06 11:07:00,2013-11-06 11:07:00,4514944444,Operator error,2.0,#MULTIVALUE,0.0,0.0,0,0,0
8599,STA000013,application,Standard Application,WBS000102,IM0008762,3,3,3,0.314442769,incident,KM0000940,0.0,2013-10-28 14:00:00,2013-10-28 14:09:00,2013-10-28 14:09:00,147222222,User manual not used,1.0,SD0023507,0.0,0.0,0,0,0
8600,SBA000017,application,Server Based Application,WBS000099,IM0008763,3,3,3,0.041196355,incident,KM0000480,0.0,2013-10-28 14:00:00,2013-10-10 12:53:00,2013-10-28 14:04:00,58611111,User error,1.0,SD0023508,0.0,0.0,0,0,0
8601,SBA000439,application,Server Based Application,WBS000219,IM0008764,5,5,5,0.254619281,request for information,KM0001853,0.0,2013-10-28 14:04:00,2013-10-28 14:17:00,2013-10-28 14:19:00,246944444,User error,1.0,SD0023510,0.0,0.0,0,0,0
8602,SBA000189,application,Server Based Application,WBS000139,IM0008765,5,5,5,0.846299099,incident,KM0001028,0.0,2013-10-28 14:04:00,2013-10-29 11:39:00,2013-10-29 11:39:00,7084722222,Software,1.0,SD0023506,0.0,0.0,0,0,0
8603,SUB000545,subapplication,Web Based Application,WBS000073,IM0008766,5,5,5,0.303069346,incident,KM0000795,0.0,2013-10-28 14:10:00,2013-10-28 15:46:00,2013-10-28 15:46:00,161,User error,1.0,SD0023514,0.0,0.0,0,0,0
8604,SBA000427,application,Server Based Application,WBS000307,IM0008767,3,3,3,0.323625635,incident,KM0001350,0.0,2013-10-28 14:20:00,2013-10-29 09:41:00,2013-10-29 09:41:00,1716111111,Data,1.0,SD0023520,0.0,0.0,0,0,0
8607,CBA000014,application,Client Based Application,WBS000073,IM0008770,3,3,3,0.303171848,request for information,KM0001952,0.0,2013-10-28 14:39:00,2013-10-31 09:24:00,2013-10-31 09:24:00,2624277778,No error - works as designed,1.0,SD0023532,0.0,0.0,0,0,0
8608,SBA000805,application,Server Based Application,WBS000016,IM0008771,3,3,3,0.893524486,incident,KM0000938,0.0,2013-10-28 14:41:00,2013-10-28 17:08:00,2013-10-28 17:08:00,2446388889,Hardware,1.0,SD0023540,0.0,0.0,0,0,0
8609,CNT000016,storage,Controller,WBS000182,IM0008772,3,3,3,0.142099677,incident,KM0001141,0.0,2013-10-28 14:42:00,2013-10-29 14:30:00,2013-10-29 14:30:00,875,Hardware,1.0,SD0023545,0.0,0.0,0,0,6
8610,SBA000131,application,Server Based Application,WBS000023,IM0008773,3,4,3,0.57516651,incident,KM0000283,0.0,2013-10-28 14:43:00,2013-10-28 15:26:00,2013-10-28 15:26:00,724722222,Other,1.0,SD0023543,0.0,0.0,0,0,0
8611,SUB000424,subapplication,Web Based Application,WBS000073,IM0008774,4,4,4,0.639857404,incident,KM0000704,0.0,2013-10-28 14:44:00,2013-10-28 14:50:00,2013-10-28 14:50:00,104444444,Software,1.0,SD0023538,0.0,0.0,0,0,0
8612,SBA000172,application,Server Based Application,WBS000014,IM0008775,4,4,4,0.836922078,incident,KM0000426,22.0,2013-10-28 14:48:00,2013-11-26 09:48:00,2013-11-26 09:48:00,2075444444,Other,1.0,SD0023537,0.0,0.0,0,0,0
8613,WBA000011,application,Web Based Application,WBS000152,IM0008776,5,5,5,0.184935779,incident,KM0001193,2.0,2013-10-28 14:50:00,2013-10-29 16:07:00,2013-10-29 16:09:00,1180888889,Software,1.0,SD0023542,0.0,0.0,0,0,0
8614,SBA000462,application,Server Based Application,WBS000073,IM0008777,4,4,4,0.629165284,incident,KM0001651,0.0,2013-10-28 14:50:00,2013-10-28 15:07:00,2013-10-28 15:07:00,284722222,Software,1.0,SD0023549,0.0,0.0,0,0,0
8615,CBA000014,application,Client Based Application,WBS000073,IM0008778,4,4,4,0.388675639,incident,KM0001597,1.0,2013-10-28 15:07:00,2013-10-29 13:28:00,2013-10-29 13:28:00,8841944444,Software,1.0,SD0023701,0.0,0.0,0,0,0
8616,WBA000011,application,Web Based Application,WBS000152,IM0008779,5,5,5,0.263811596,incident,KM0000075,0.0,2013-10-28 15:09:00,2013-10-28 18:08:00,2013-10-28 18:09:00,28475,Software,1.0,SD0023699,0.0,0.0,0,0,0
8617,SAN000182,storage,SAN,WBS000128,IM0008780,5,5,5,0.981829681,request for information,KM0001674,1.0,2013-10-28 15:10:00,2013-10-29 17:00:00,2013-10-29 17:00:00,1232916667,Other,1.0,SD0023697,0.0,0.0,0,0,4
8618,SBA000088,application,Server Based Application,WBS000017,IM0008781,4,4,4,0.839423785,incident,KM0000096,0.0,2013-10-28 15:15:00,2013-10-29 10:30:00,2013-10-29 10:30:00,381944444,No error - works as designed,1.0,SD0023700,0.0,0.0,0,0,0
8619,SBA000131,application,Server Based Application,WBS000023,IM0008782,3,4,3,0.174321644,incident,KM0000283,0.0,2013-10-28 15:19:00,2013-10-28 15:53:00,2013-10-28 15:53:00,572222222,User error,1.0,SD0023708,0.0,0.0,0,0,0
8620,WBA000083,application,Web Based Application,WBS000058,IM0008783,4,4,4,0.601567484,incident,KM0000036,0.0,2013-10-28 15:24:00,2013-10-28 15:55:00,2013-10-28 15:55:00,516111111,Software,1.0,SD0023707,0.0,0.0,0,0,0
8621,CBD000668,computer,Banking Device,WBS000146,IM0008784,2,2,2,0.34922804,incident,KM0000274,1.0,2013-10-28 15:32:00,2013-10-29 13:24:00,2013-10-29 13:24:00,2186194444,Hardware,1.0,SD0023714,0.0,0.0,0,0,2
8622,APP000005,application,Citrix,WBS000292,IM0008785,4,4,4,0.796982873,incident,KM0001131,0.0,2013-10-28 15:43:00,2013-10-28 16:47:00,2013-10-28 16:47:00,1072222222,Software,1.0,SD0023716,0.0,0.0,0,0,3
8623,KVM000001,hardware,KVM Switches,WBS000187,IM0008786,5,5,5,0.800564822,incident,KM0001573,0.0,2013-10-28 15:53:00,2013-11-05 13:13:00,2013-11-05 13:14:00,8014166667,Software,1.0,SD0023726,0.0,0.0,0,0,3
8624,WBA000144,application,Web Based Application,WBS000318,IM0008787,3,3,3,0.678950625,incident,KM0000844,0.0,2013-10-28 15:54:00,2013-10-10 12:53:00,2013-10-29 12:56:00,7531111111,Other,1.0,SD0023725,0.0,0.0,0,0,0
8625,HMD000017,hardware,MigratieDummy,WBS000285,IM0008788,4,4,4,0.882375323,incident,KM0001254,0.0,2013-10-28 15:55:00,2013-10-28 16:50:00,2013-10-28 16:50:00,926111111,Data,1.0,SD0023729,0.0,0.0,0,0,5
